Product title,Publisher Name,Link to the product
Wolf's Head • A World of Adventure for Fate Core,Evil Hat Productions,https://www.drivethrurpg.com/product/275626/Wolfs-Head-o-A-World-of-Adventure-for-Fate-Core?affiliate_id=144937
Wolf's Head • VTT Art Pack,Evil Hat Productions,https://evilhat.itch.io/wolfs-head-vtt-art-pack
Words of Power,Evil Hat Productions,https://evilhat.com/wp-content/uploads/2022/04/Words-of-Power.pdf
Young Centurions,Evil Hat Productions,http://drivethrurpg.com/product/185457/Young-Centurions?affiliate_id=144937
Aeon Wave,SlyFlourish,http://rpg.drivethrustuff.com/product/124481/Aeon-Wave?affiliate_id=144937
Fate Freeport Companion,Green Ronin,http://rpg.drivethrustuff.com/product/120298/Fate-Freeport-Companion?affiliate_id=144937
Base Raiders,Slang Design,http://rpg.drivethrustuff.com/product/120708/Base-Raiders?affiliate_id=144937
New Superpowers: Glitched Reality,Slang Design,https://www.drivethrurpg.com/product/194113/New-Superpowers-Glitched-Reality?affiliate_id=144937
#iHunt: The RPG,Machine Age Productions,https://www.drivethrurpg.com/product/298255/iHunt-The-RPG?affiliate_id=144937
Apotheosis Drive X - Fate-Powered Mecha RPG - HD Mix,Machine Age Productions,https://www.drivethrurpg.com/product/147795/Apotheosis-Drive-X--FatePowered-Mecha-RPG--HD-Mix?affiliate_id=144937
Achtung! Cthulhu: Investigator's Guide - Fate Core,Modiphius,https://www.drivethrurpg.com/product/131134/Achtung-Cthulhu-Investigators-Guide--Fate-Core?affiliate_id=144937
Mindjammer - Hearts & Minds Adventure,Modiphius,http://drivethrurpg.com/product/148519/Mindjammer--Hearts--Minds-Adventure?affiliate_id=144937
Mindjammer - The City People,Modiphius,https://www.drivethrurpg.com/product/180185/Mindjammer--The-City-People?affiliate_id=144937
Mindjammer - The Roleplaying Game,Modiphius,http://www.drivethrurpg.com/product/128331/Mindjammer--The-Roleplaying-Game?affiliate_id=144937
Mindjammer – Transhuman Adventure in the Second Age of Space,Modiphius,https://www.drivethrurpg.com/product/128331/Mindjammer--The-Roleplaying-Game?affiliate_id=144937
Mindjammer: Children of Orion—the Venu Sourcebook,Modiphius,http://www.drivethrurpg.com/product/224933/Mindjammer-Children-of-Orionthe-Venu-Sourcebook?affiliate_id=144937
Mindjammer: The Core Worlds Sourcebook,Modiphius,http://www.drivethrurpg.com/product/225695/Mindjammer-The-Core-Worlds-Sourcebook?affiliate_id=144937
Mindjammer: The Mindjammer Companion,Modiphius,http://www.drivethrurpg.com/product/225696/Mindjammer-The-Mindjammer-Companion?affiliate_id=144937
MINDJAMMER: The Player's Guide,Modiphius,http://www.drivethrurpg.com/product/226561/MINDJAMMER-The-Players-Guide?affiliate_id=144937
Tianxia Accelerated,Vigilance Press,https://www.drivethrurpg.com/product/142131/Tianxia-Accelerated?affiliate_id=144937
"Tianxia: Blood, Silk & Jade",Vigilance Press,https://www.drivethrurpg.com/product/126883/Tianxia-Blood-Silk--Jade?affiliate_id=144937
"Tianxia: Spirits, Beasts & Spells",Vigilance Press,http://www.drivethrurpg.com/product/188855/Tianxia-Spirits-Beasts--Spells?affiliate_id=144937
"Tianxia: War, Iron & Stone",Vigilance Press,http://www.drivethrurpg.com/product/202396/Tianxia-War-Iron--Stone?affiliate_id=144937
Jadepunk Tales: Vigilance Committee Volume One,Reroll Productions,http://www.drivethrurpg.com/product/131898/Jadepunk-Tales-Vigilance-Committee-Volume-One?affiliate_id=144937
Jadepunk Tales: Vigilance Committee Volume Two,Reroll Productions,http://www.drivethrurpg.com/product/139878/Jadepunk-Tales-Vigilance-Committee-Volume-Two?affiliate_id=144937
Jadepunk: Tales From Kausao City,Reroll Productions,https://www.drivethrurpg.com/product/127543/Jadepunk-Tales-From-Kausao-City?affiliate_id=144937
Jadetech: Black Jade,Reroll Productions,http://www.drivethrurpg.com/product/167648/Jadetech-Black-Jade?affiliate_id=144937
Jadetech: Blue Jade,Reroll Productions,http://www.drivethrurpg.com/product/144127/Jadetech-Blue-Jade?affiliate_id=144937
Jadetech: Green Jade,Reroll Productions,http://www.drivethrurpg.com/product/132547/Jadetech-Green-Jade?affiliate_id=144937
Jadetech: Red Jade,Reroll Productions,http://www.drivethrurpg.com/product/134557/Jadetech-Red-Jade?affiliate_id=144937
Jadetech: White Jade,Reroll Productions,http://www.drivethrurpg.com/product/155098/Jadetech-White-Jade?affiliate_id=144937
Naramel: Jadepunk Martial Supplement,Reroll Productions,http://www.drivethrurpg.com/product/141611/Naramel-Jadepunk-Martial-Supplement?affiliate_id=144937
Shadowcraft: The Glamour War,Reroll Productions,http://www.drivethrurpg.com/product/183946/Shadowcraft-The-Glamour-War?affiliate_id=144937
Dawning Star: Fate of Eos,Blue Devil Games,https://www.drivethrurpg.com/product/229377/Dawning-Star-Fate-of-Eos?affiliate_id=144937
Unwritten: Adventures in the Ages of Myst and Beyond,InkWorks Productions,http://www.drivethrurpg.com/product/146509/Unwritten-Adventures-in-the-Ages-of-MYST-and-Beyond?affiliate_id=144937
Amethyst: Accelerated,Dias Ex Machina,http://www.drivethrurpg.com/product/157056/Amethyst--Accelerated-Fate-Edition?affiliate_id=144937
Amethyst: Destiny (Fate Edition),Dias Ex Machina,http://rpg.drivethrustuff.com/product/134037/Amethyst-Destiny-Fate-Edition?affiliate_id=144937
Fate Core Character Journal,EldritchFire Press,http://rpg.drivethrustuff.com/product/118798/Fate-Core-Character-Journal?affiliate_id=144937
Five Elements: A Fate Core Magic System,EldritchFire Press,https://www.drivethrurpg.com/product/132834/Five-Elements-A-Fate-Core-Magic-System?affiliate_id=144937
Grim World,Boldly Games,https://boldlygames.com/
Wicked Fate,Magpie Games,https://www.drivethrurpg.com/product/269613/Wicked-Fate?affiliate_id=144937
The Day After Ragnarok: Fate Core Edition,Atomic Overmind Press,https://www.drivethrurpg.com/product/119680/The-Day-After-Ragnarok-Fate-Core-Edition?affiliate_id=144937
Fateful Concepts: Character Aspects,Ryan Macklin,https://www.drivethrurpg.com/product/130530/Fateful-Concepts-Character-Aspects?affiliate_id=144937
Fateful Concepts: Hacking Contests,Ryan Macklin,https://www.drivethrurpg.com/product/143487/Fateful-Concepts-Hacking-Contests?affiliate_id=144937
Bulldogs! Fate Core Edition,Galileo Games,http://www.drivethrurpg.com/product/166518/Bulldogs-Fate-Core-Edition?affiliate_id=144937
The Ministry Initiative,Galileo Games,https://www.drivethrurpg.com/product/134517/The-Ministry-Initiative?affiliate_id=144937
Fate Acelerado,Ediciones conBarba,http://rpg.drivethrustuff.com/product/134320/Fate-Acelerado?affiliate_id=144937
Iron Edda: War of Metal and Bone,Exploding Rogue,https://www.drivethrurpg.com/product/137962/Iron-Edda-War-of-Metal-and-Bone?affiliate_id=144937
Modular Magic,Exploding Rogue,https://www.drivethrurpg.com/product/352664/Modular-Magic?affiliate_id=144937
The Demolished Ones,Rite Publishing,https://www.drivethrurpg.com/product/114289/The-Demolished-Ones-Fate?affiliate_id=144937
Inverse World Accelerated,Jacob Randolph,https://www.drivethrurpg.com/product/132426/Inverse-World-Accelerated?affiliate_id=144937
Strange Voyages,Occult Moon Games,http://www.drivethrurpg.com/product/141891/Strange-Voyages?affiliate_id=144937
Mecha vs Kaiju: A Sci-Fi Anime RPG for Fate Core,WrightWerx,https://www.drivethrurpg.com/product/141809/Mecha-vs-Kaiju-Fate-Core?affiliate_id=144937
Mecha vs Kaiju: Big Book of Kaiju - Land (Fate Core),WrightWerx,http://www.drivethrurpg.com/product/183921/Mecha-vs-Kaiju-Big-Book-of-Kaiju--Land-Fate-Core?affiliate_id=144937
Mecha vs Kaiju: Big Book of Kaiju - Strange (Fate Core),WrightWerx,http://www.drivethrurpg.com/product/216360/Mecha-vs-Kaiju-Big-Book-of-Kaiju--Strange-Fate-Core?affiliate_id=144937
Mecha vs Kaiju: Kaijupunk 202X,WrightWerx,https://www.drivethrurpg.com/product/335925/Mecha-vs-Kaiju-Kaijupunk-202X?affiliate_id=144937
Mecha vs Kaiju: Sensational Sentai Squad GO!,WrightWerx,http://www.rpgnow.com/product/208158/Mecha-vs-Kaiju-Sensational-Sentai-Squad-GO-Fate-Core?affiliate_id=144937
Mecha vs Kaiju: Steam and Steel - A Fate Steampunk Supplement,WrightWerx,http://drivethrurpg.com/product/183915/Mecha-vs-Kaiju-Steam-and-Steel--A-Fate-Steampunk-Supplement?affiliate_id=144937
The Book of Hanz,Amazing Rando Design,https://fate-srd.com/store
Thoughts on Fate: A Collection of Essays on the Fate RPG,Amazing Rando Design,http://www.drivethrurpg.com/product/176051/Thoughts-on-Fate-A-Collection-of-Essays-on-the-Fate-RPG?affiliate_id=144937
The Secrets of Cats: Animals & Threats,Richard Bellingham,http://www.drivethrurpg.com/product/147773/The-Secrets-of-Cats-Animals--Threats?affiliate_id=144937
The Secrets of Cats: Feline Magic,Richard Bellingham,https://www.drivethrurpg.com/product/194834/The-Secrets-of-Cats-Feline-Magic?affiliate_id=144937
"Crestfallen, A Bronze Age Fantasy RPG",White Rose Games,http://www.drivethrurpg.com/product/176630/Crestfallen-RPG?affiliate_id=144937
Aperita Arcana: Fantasy for Fate Core,Ebon Gryphon Games,http://drivethrurpg.com/product/149698/Aperita-Arcana-fantasy-for-Fate-Core?affiliate_id=144937
Collectanea Creaturae - Fate Core,Ebon Gryphon Games,http://www.drivethrurpg.com/product/130724/Collectanea-Creaturae--Fate-Core?affiliate_id=144937
Fate Accompli: Erasable Notecards,Tangent Artists,https://tangentartists.storenvy.com/collections/63855-all-products/products/19754198-fate-accompli-dry-erase-game-cards-warm
Divine Blood: RPG Supplement,Thrythlind Books and Games,http://www.drivethrurpg.com/product/133609/Divine-Blood-RPG-Supplement?affiliate_id=144937
Baroque Space Opera,Mark Kowaliszyn,http://www.drivethrurpg.com/product/156171/Baroque-Space-Opera?affiliate_id=144937
[FAE] Villains Accelerated,Fainting Goat Games,http://drivethrurpg.com/product/134994/FAEVillains-Accelerated?affiliate_id=144937
Arthur Lives for Fate Core,Fainting Goat Games,http://www.drivethrurpg.com/product/232408/Arthur-Lives-for-Fate-Core?affiliate_id=144937
Extreme Earth Campaign Setting (FAE version),Fainting Goat Games,http://www.drivethrurpg.com/product/144388/FAE-Extreme-Earth-Campaign-Setting?affiliate_id=144937
Hunters of Alexandria,D101 Games,http://www.drivethrurpg.com/product/159508/Hunters-of-Alexandria?affiliate_id=144937
The Hollow West,D101 Games,http://www.drivethrurpg.com/product/222039/The-Hollow-West?affiliate_id=144937
Strange Stars Fate Rule Book,Hydra Cooperative,http://drivethrurpg.com/product/165972/Strange-Stars-Fate-Rule-Book?affiliate_id=144937
Divine Instruments of Fate (3EG205),Third Eye Games,http://www.drivethrurpg.com/product/168247/Divine-Instruments-of-Fate-3EG205affiliate_id=144937
Part-Time Gods of Fate,Third Eye Games,http://drivethrurpg.com/product/152385/PartTime-Gods-of-Fate?affiliate_id=144937
Leaves of Chiaroscuro: Exploration & Intrigue in the Strange & Wondrous Renaissance,Bennett-Burks Design,http://drivethrurpg.com/product/190834/Leaves-of-Chiaroscuro-Exploration--Intrigue-in-the-Strange--Wondrous-Renaissance?affiliate_id=144937
Diaspora,VSCA Publishing,http://drivethrurpg.com/product/79933/Diaspora?affiliate_id=144937
Strays!,Wordsmith Games LLC,http://www.drivethrurpg.com/product/169261/Strays?affiliate_id=144937
Age of Arthur,Wordplay Games,http://www.drivethrurpg.com/product/111752?affiliate_id=144937
Time of the Wolves,Wordplay Games,http://www.drivethrurpg.com/product/149507?affiliate_id=144937
Once Upon a Crime,Wooden Vampire Games,http://www.drivethrurpg.com/product/171284/Once-Upon-a-Crime?affiliate_id=144937
Out of the Furnace,Smart Party Publishing,http://www.drivethrurpg.com/product/157414/Out-of-the-Furnace?affiliate_id=144937
Daring Comics Role-Playing Game,Daring Entertainment,http://www.drivethrurpg.com/product/173130/Daring-Comics-RolePlaying-Game?affiliate_id=144937
Eclipse Phase: Transhumanity's Fate,Posthuman Studios LLC,http://www.drivethrurpg.com/product/176939?affiliate_id=144937
The Way into Fate,Radar Avenue Press,https://www.drivethrurpg.com/product/179962/The-Way-into-Fate?affiliate_id=144937
Crashing Beasts & Crumbling Halls,Nothing Ventured Games,https://www.patreon.com/posts/43700788
It's Element-ary!,Nothing Ventured Games,http://www.drivethrurpg.com/product/179669/Its-Elementary?affiliate_id=144937
Interface Zero 2.0: Fate Edition,Gun Metal Games,http://drivethrurpg.com/product/186125/Interface-Zero-20-Fate-Edition?affiliate_id=144937
Evolution Pulse - English Edition,Dreamlord Press,http://drivethrurpg.com/product/185979/Evolution-Pulse--English-Edition?affiliate_id=144937
Demon Hunters: A Comedy of Terrors,Dead Gentlemen Productions LLC,http://drivethrurpg.com/product/169515/Demon-Hunters-A-Comedy-of-Terrors?affiliate_id=144937
Ehdrigohr: The Roleplaying Game,Council Of Fools Productions,http://drivethrurpg.com/product/117380/Ehdrigohr-The-Roleplaying-Game?affiliate_id=144937
Berin Kinsman's Kaiju Patrol,Dancing Lights Press,http://rpg.drivethrustuff.com/product/139656/Berin-Kinsmans-Kaiju-Patrol?affiliate_id=144937
High Fantasy Magic: A Simple Magic System for Fate Core & Accelerated,Nathan Hare,http://www.drivethrurpg.com/product/199567/High-Fantasy-Magic-A-Simple-Magic-System-for-Fate-Core--Accelerated?affiliate_id=144937
Breakfast Cult,Liberi Gothica Games,http://www.drivethrurpg.com/product/182520/Breakfast-Cult?affiliate_id=144937
Game Over - A Breakfast Cult Expansion,Liberi Gothica Games,https://www.drivethrurpg.com/product/237239/Game-Over--A-Breakfast-Cult-Expansion?affiliate_id=144937
Rockalypse,Four-in-Hand Games,http://www.drivethrurpg.com/product/204869/Rockalypse?affiliate_id=144937
Wearing the Cape: The Roleplaying Game,Wearing the Cape Productions,https://www.drivethrurpg.com/product/210012/Wearing-the-Cape-The-Roleplaying-Game?affiliate_id=144937
"Shardland - Muskets, Blades and Words of Power",Judith and Christian Vogt,https://www.drivethrurpg.com/product/209441/Shardland--Muskets-Blades-and-Words-of-Power?affiliate_id=144937
Ice,Sandy Pug Games,https://www.drivethrurpg.com/product/210633/Ice-Fate?affiliate_id=144937
Fate Core Rules Presented by Up to 4 Players (Comic summary of the Rules),Up to 4 Players,https://www.uptofourplayers.com/fate-core-rules/
Thrilling Action Stories! for FATE,Black Campbell Entertainment,http://www.drivethrurpg.com/product/218484/Thrilling-Action-Stories-for-FATE-BUNDLE?affiliate_id=144937
Carnival of Dreams,MonkeyBlood Design,https://www.drivethrurpg.com/product/228248/Carnival-of-Dreams-Fate?affiliate_id=144937
Oubliette Second Edition,Voidspiral Entertainment,http://www.drivethrurpg.com/product/204460/Oubliette-Second-Edition?affiliate_id=144937
Heavy Metal Thunder Mouse,Shoreless Skies Publishing,https://www.drivethrurpg.com/product/220180/Heavy-Metal-Thunder-Mouse?affiliate_id=144937
Rock 'n' Roll Sock Hop Mouse,Shoreless Skies Publishing,http://drivethrurpg.com/product/245886/Rock-n-Roll-Sock-Hop-Mouse?affiliate_id=144937
The Kerberos Club (Fate Edition),Arc Dream Publishing,http://www.drivethrurpg.com/product/93899/The-Kerberos-Club-Fate-Edition?affiliate_id=144937
Warsong Second Edition Core,Higher Grounds,http://www.drivethrurpg.com/product/240868/Warsong-Second-Edition-Core?affiliate_id=144937
Iron Edda Accelerated,Encoded Designs,https://www.drivethrurpg.com/product/261741/Iron-Edda-Accelerated?affiliate_id=144937
Titan Hunt,Magnus Hansen,https://www.drivethrurpg.com/product/283664/Titan-Hunt?affiliate_id=144937
Henchmen,Canterbury Games Studio,https://www.drivethrurpg.com/product/243740/Henchmen?affiliate_id=144937
London After Nightfall,Leo Winstead,https://www.drivethrurpg.com/product/297490/London-After-Nightfall?affiliate_id=144937
Mill City Heroes,Leo Winstead,https://www.drivethrurpg.com/product/231480/Mill-City-Heroes?affiliate_id=144937
The Stuffed Guardians,Benjamin Z. Edelen,https://www.drivethrurpg.com/product/288784/The-Stuffed-Guardians?affiliate_id=144937
Return to the Stars Core Game,Festive Ninja,https://msabalau.itch.io/return-to-the-stars-rpg
The Stellar Beacon 2: Sci-Fi Gaming and essays on Fanfiction and Optimism,Festive Ninja,https://msabalau.itch.io/stellar-beacon-2
The Stellar Beacon: Hopepunk Issue,Festive Ninja,https://msabalau.itch.io/the-stellar-beacon-hopepunk
The Stellar Beacon: Serendipity,Festive Ninja,https://msabalau.itch.io/the-stellar-beacon-serendipity
The Stellar Beacon: Trickster Issue,Festive Ninja,https://msabalau.itch.io/trickster
Smoke and Glass,Phoenix Outlaw Productions,https://www.drivethrurpg.com/product/204213/Smoke-and-Glass?affiliate_id=144937
Fari.app,Fari.app,https://fari.app/
RPG Note Cards (For playing Fate Core and similar games online),Jan Tauš,http://fate.masac.cz/
Fatecharactersheet.com,Darktier Studios LLC,https://fatecharactersheet.com/
Dreamcraft FATE Bot (Beta),Dreamcraft,https://discord.com/api/oauth2/authorize?client_id=704882221789478930&permissions=272448&scope=bot
Fate Dice (Android),RPG Automails,https://play.google.com/store/apps/details?id=com.rpgautomails.fatedice&hl=en_US
Fate Core Folio (iOS),Radical Bomb LLC,https://apps.apple.com/us/app/fate-core-folio/id622434362
Flatline,Gallant Knight Games,https://www.drivethrurpg.com/product/281193/Flatline?affiliate_id=144937
True Crime,Pugnacious Games,https://www.drivethrurpg.com/product/315482/True-Crime?affiliate_id=144937
Bells of the Dark Carol,Silver Lantern Games,https://www.drivethrurpg.com/product/322012?affiliate_id=144937
Sandfair,Silver Lantern Games,https://www.drivethrurpg.com/product/293952?affiliate_id=144937
Shadow Over Inowek,Silver Lantern Games,https://www.drivethrurpg.com/product/261398?affiliate_id=144937
The Explorer's Guide to Escadus,Silver Lantern Games,https://www.drivethrurpg.com/product/304005?affiliate_id=144937
Writing Fate Content,Silver Lantern Games,https://www.drivethrurpg.com/product/358330/Writing-Fate-Content?affiliate_id=144937
In Thoth's Wake! - Zine Quest Edition!,Jon Smejkal,https://www.drivethrurpg.com/product/267778?affiliate_id=144937
Fate Solo,Cabbage Games,https://www.drivethrurpg.com/product/204162/Fate-Solo?affiliate_id=144937
Space Cats — The Universe's Cutest Roleplaying Game,Pluma Press,https://www.drivethrurpg.com/product/343245/Space-Cats--The-Universes-Cutest-Roleplaying-Game?affiliate_id=144937
According To Plan,Alex Costello,https://www.drivethrurpg.com/product/302251/According-To-Plan?affiliate_id=144937
Paranormal Affairs Canada,Tom Hart,https://www.drivethrurpg.com/product/353681/Paranormal-Affairs-Canada?affiliate_id=144937
Heartbreaker,A.C. Luke,https://ac-luke.itch.io/heartbreaker-trifold
Seven Demons: A Collection of NPCs for Fate Core,A.C. Luke,https://ac-luke.itch.io/fate-seven-demons
Seven Hunters: A Collection of NPCs for Fate Core,A.C. Luke,https://ac-luke.itch.io/fate-seven-hunters
Seven Spirits: A Fate Supplement,A.C. Luke,https://ac-luke.itch.io/fate-seven-spirits
Aces in Space,Vogt & Vriends,https://www.drivethrurpg.com/product/317497/Aces-In-Space?affiliate_id=144937
Van Wizards vs The Mageocracy,SicklyGeek,https://jynjynx.itch.io/van-wizards
El libro de Hanz: la guía para jugar Fate (Book of Hanz fan translation),La esquina del rol,https://laesquinadelrol.com/2021/07/29/librodehanz-epub/
Alice Black Blood Tribute,Chris Challice,https://www.lulu.com/shop/chris-challice/alice-black-blood-tribute/ebook/product-1q2676jz.html
Traditional Magic for Fate,ambergwitz,https://ambergwitz.itch.io/traditional-magic-for-fate
Fate Fantastic Creatures,Rolepress,https://www.drivethrurpg.com/product/359590/Fate-Fantastic-Creatures?affiliate_id=144937
Fate Plus Cyberpunk,Rolepress,https://www.drivethrurpg.com/product/387323/Fate-Plus-Cyberpunk?affiliate_id=144937
Fate Plus Vikings,Rolepress,https://www.drivethrurpg.com/product/373817/Fate-Plus-Vikings?affiliate_id=144937
iHunt Abbreviated Reference,Gourmelee Games,https://gourmeleegames.itch.io/ihunt-abbreviated-reference
Magonomia: the RPG of Renaissance Wizardry,Shewstone Publishing,https://www.drivethrurpg.com/product/366281/Magonomia-the-RPG-of-Renaissance-Wizardry?affiliate_id=144937
Michtim for Fate,Zev Mir,https://grimogre.itch.io/michtim-fate
Four-Color FAE,Four-Color FAE,https://www.drivethrurpg.com/product/150994/FourColor-FAE?affiliate_id=144937
Solarpunk 2050,Thorsten Sick,https://www.drivethrurpg.com/product/443881/Solarpunk-2050?affiliate_id=144937
Fate of Cthulhu Timeline • The Ascellan Conspiracy,Spotless Dice Games,https://www.drivethrurpg.com/product/433507/Fate-of-Cthulhu-Timeline-o-The-Ascellan-Conspiracy?affiliate_id=144937
The Chronicles of Future Earth Player's Guide,Typhon Games,https://www.drivethrurpg.com/en/product/471763/the-chronicles-of-future-earth-player-s-guide
True Crime,Monkey Mind Games,https://www.drivethrurpg.com/en/product/315482?affiliate_id=144937